Subject,TrialIndex,AttendedEar,TargetWav,InterfererWav,EEGFile,OriginalMat
S7,15,L,rep_part4_track1_dry.wav,rep_part4_track2_dry.wav,S7Tra16.npy,S7.mat
S7,16,R,rep_part1_track1_dry.wav,rep_part1_track2_dry.wav,S7Tra17.npy,S7.mat
S7,17,L,rep_part2_track1_dry.wav,rep_part2_track2_dry.wav,S7Tra18.npy,S7.mat
S7,18,R,rep_part3_track1_dry.wav,rep_part3_track2_dry.wav,S7Tra19.npy,S7.mat
S7,19,L,rep_part4_track1_dry.wav,rep_part4_track2_dry.wav,S7Tra20.npy,S7.mat
S8,0,L,part1_track1_dry.wav,part1_track2_dry.wav,S8Tra1.npy,S8.mat
S8,1,R,part2_track1_dry.wav,part2_track2_dry.wav,S8Tra2.npy,S8.mat
S8,2,L,part3_track1_dry.wav,part3_track2_dry.wav,S8Tra3.npy,S8.mat
S8,3,R,part4_track1_dry.wav,part4_track2_dry.wav,S8Tra4.npy,S8.mat
S8,4,L,part1_track2_dry.wav,part1_track1_dry.wav,S8Tra5.npy,S8.mat
S8,5,R,part2_track2_dry.wav,part2_track1_dry.wav,S8Tra6.npy,S8.mat
S8,6,L,part3_track2_dry.wav,part3_track1_dry.wav,S8Tra7.npy,S8.mat
S8,7,R,part4_track2_dry.wav,part4_track1_dry.wav,S8Tra8.npy,S8.mat
S8,8,L,rep_part1_track1_dry.wav,rep_part1_track2_dry.wav,S8Tra9.npy,S8.mat
S8,9,R,rep_part2_track1_dry.wav,rep_part2_track2_dry.wav,S8Tra10.npy,S8.mat
S8,10,L,rep_part3_track1_dry.wav,rep_part3_track2_dry.wav,S8Tra11.npy,S8.mat
S8,11,R,rep_part4_track1_dry.wav,rep_part4_track2_dry.wav,S8Tra12.npy,S8.mat
S8,12,L,rep_part1_track1_dry.wav,rep_part1_track2_dry.wav,S8Tra13.npy,S8.mat
S8,13,R,rep_part2_track1_dry.wav,rep_part2_track2_dry.wav,S8Tra14.npy,S8.mat
S8,14,L,rep_part3_track1_dry.wav,rep_part3_track2_dry.wav,S8Tra15.npy,S8.mat
S8,15,R,rep_part4_track1_dry.wav,rep_part4_track2_dry.wav,S8Tra16.npy,S8.mat
S8,16,L,rep_part1_track1_dry.wav,rep_part1_track2_dry.wav,S8Tra17.npy,S8.mat
S8,17,R,rep_part2_track1_dry.wav,rep_part2_track2_dry.wav,S8Tra18.npy,S8.mat
S8,18,L,rep_part3_track1_dry.wav,rep_part3_track2_dry.wav,S8Tra19.npy,S8.mat
S8,19,R,rep_part4_track1_dry.wav,rep_part4_track2_dry.wav,S8Tra20.npy,S8.mat
S9,0,R,part1_track1_dry.wav,part1_track2_dry.wav,S9Tra1.npy,S9.mat
S9,1,L,part2_track1_dry.wav,part2_track2_dry.wav,S9Tra2.npy,S9.mat
S9,2,R,part3_track1_dry.wav,part3_track2_dry.wav,S9Tra3.npy,S9.mat
S9,3,L,part4_track1_dry.wav,part4_track2_dry.wav,S9Tra4.npy,S9.mat
S9,4,R,part1_track2_dry.wav,part1_track1_dry.wav,S9Tra5.npy,S9.mat
S9,5,L,part2_track2_dry.wav,part2_track1_dry.wav,S9Tra6.npy,S9.mat
S9,6,R,part3_track2_dry.wav,part3_track1_dry.wav,S9Tra7.npy,S9.mat
S9,7,L,part4_track2_dry.wav,part4_track1_dry.wav,S9Tra8.npy,S9.mat
S9,8,R,rep_part1_track1_dry.wav,rep_part1_track2_dry.wav,S9Tra9.npy,S9.mat
S9,9,L,rep_part2_track1_dry.wav,rep_part2_track2_dry.wav,S9Tra10.npy,S9.mat
S9,10,R,rep_part3_track1_dry.wav,rep_part3_track2_dry.wav,S9Tra11.npy,S9.mat
S9,11,L,rep_part4_track1_dry.wav,rep_part4_track2_dry.wav,S9Tra12.npy,S9.mat
S9,12,R,rep_part1_track1_dry.wav,rep_part1_track2_dry.wav,S9Tra13.npy,S9.mat
S9,13,L,rep_part2_track1_dry.wav,rep_part2_track2_dry.wav,S9Tra14.npy,S9.mat
S9,14,R,rep_part3_track1_dry.wav,rep_part3_track2_dry.wav,S9Tra15.npy,S9.mat
S9,15,L,rep_part4_track1_dry.wav,rep_part4_track2_dry.wav,S9Tra16.npy,S9.mat
S9,16,R,rep_part1_track1_dry.wav,rep_part1_track2_dry.wav,S9Tra17.npy,S9.mat
S9,17,L,rep_part2_track1_dry.wav,rep_part2_track2_dry.wav,S9Tra18.npy,S9.mat
S9,18,R,rep_part3_track1_dry.wav,rep_part3_track2_dry.wav,S9Tra19.npy,S9.mat
S9,19,L,rep_part4_track1_dry.wav,rep_part4_track2_dry.wav,S9Tra20.npy,S9.mat
